,0,1,2,3
771,CZ,BE,LT,-0.0
772,CZ,BG,LT,0.0
773,CZ,DE,LT,0.0
774,CZ,ES,LT,-0.0
775,CZ,FL,LT,0.0
776,CZ,GB,LT,-0.0
777,CZ,HU,LT,-0.0
778,CZ,NL,LT,1.0
779,CZ,PL,LT,0.0
780,CZ,PT,LT,-0.0
781,CZ,SE,LT,-0.0
782,CZ,SI,LT,-0.0
783,CZ,SK,LT,-0.0
784,CZ,DK,LT,-0.0
785,CZ,FR,LT,-0.0
786,CZ,GR,LT,-0.0
787,CZ,HR,LT,-0.0
788,CZ,IE,LT,-0.0
789,CZ,LU,LT,-0.0
790,CZ,NO,LT,-0.0
791,CZ,RO,LT,-0.0
792,CZ,AT,PL,0.0
793,CZ,BE,PL,-0.0
794,CZ,BG,PL,-0.0
795,CZ,DE,PL,-0.0
796,CZ,ES,PL,-0.0
797,CZ,FL,PL,-0.0
798,CZ,GB,PL,-0.0
799,CZ,HU,PL,-0.0
800,CZ,LT,PL,-0.0
801,CZ,NL,PL,-0.0
802,CZ,PT,PL,-0.0
803,CZ,SE,PL,-0.0
804,CZ,SI,PL,-0.0
805,CZ,SK,PL,-0.0
806,CZ,DK,PL,-0.0
807,CZ,FR,PL,-0.0
808,CZ,GR,PL,-0.0
809,CZ,HR,PL,-0.0
810,CZ,IE,PL,-0.0
811,CZ,LU,PL,-0.0
812,CZ,NO,PL,-0.0
813,CZ,RO,PL,-0.0
814,CZ,AT,PT,0.0
815,CZ,BE,PT,0.0
816,CZ,BG,PT,-0.0
817,CZ,DE,PT,0.0
818,CZ,ES,PT,0.0
819,CZ,FL,PT,-0.0
820,CZ,GB,PT,-0.0
821,CZ,HU,PT,-0.0
822,CZ,LT,PT,-0.0
823,CZ,NL,PT,1.0
824,CZ,PL,PT,-0.0
825,CZ,SE,PT,-0.0
826,CZ,SI,PT,-0.0
827,CZ,SK,PT,-0.0
828,CZ,DK,PT,-0.0
829,CZ,FR,PT,-0.0
830,CZ,GR,PT,-0.0
831,CZ,HR,PT,-0.0
832,CZ,IE,PT,-0.0
833,CZ,LU,PT,0.0
834,CZ,NO,PT,-0.0
835,CZ,RO,PT,-0.0
836,CZ,AT,SE,0.0
837,CZ,BE,SE,0.0
838,CZ,BG,SE,-0.0
839,CZ,DE,SE,1.0
840,CZ,ES,SE,-0.0
841,CZ,FL,SE,-0.0
842,CZ,GB,SE,-0.0
843,CZ,HU,SE,-0.0
844,CZ,LT,SE,-0.0
845,CZ,NL,SE,0.0
846,CZ,PL,SE,0.0
847,CZ,PT,SE,-0.0
848,CZ,SI,SE,-0.0
849,CZ,SK,SE,-0.0
850,CZ,DK,SE,0.0
851,CZ,FR,SE,-0.0
852,CZ,GR,SE,-0.0
853,CZ,HR,SE,-0.0
854,CZ,IE,SE,-0.0
855,CZ,LU,SE,-0.0
856,CZ,NO,SE,-0.0
